PERIODO,EVENTO,MODALIDAD_DE_EJECUCION,COSTO_DE_OBRA-EXP_TEC,COSTO_ACTUALIZADO,RANGO_DE_INVERSION,SALDO_DE_INVERSION,TIPO_DE_OBRA,MACRO_REGION,ANO_INICIO_OBRA,ULT_AVANCE_MES,ULT_AVANCE_ANO,PLAZO_DE_EJECUCION,AVANCE_FISICO,NIVEL_DE_GOBIERNO,SECTOR,UNIDAD_ORGANICA,LEY_31589,INVENTARIO_OBRAS_PARALIZADAS_MEF,CAUSAL_PARALIZACION
202409,Proceso Normal,Administración directa,860215.77,867932.01,< =1,148217.01,"Vivienda, Construcción Y Saneamiento",Sur,2022,8,2024,90,90.38,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AYACUCHO,1,NO,14 Otros
202409,Proceso Normal,Contrata,14429654.72,14429654.72,> 10 - 100,8872473.66,Educación/Cultura,Sur,2023,9,2024,330,40.95,G. Local,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE PUNO,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,4452916.21,4431039.82,> 3 - 10,1479217.82,"Vivienda, Construcción Y Saneamiento",Sur,2022,8,2024,180,42.42,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE PUNO,1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Administración directa,687683.54,2321837.1,> 1 - 3,79476.1,Educación/Cultura,Sur,2019,2,2020,150,29.64,G. Local,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE PUNO,0,NO,9 Eventos Climáticos
202409,Proceso Normal,Administración directa,117593.59,117593.59,< =1,89199.53,"Vivienda, Construcción Y Saneamiento",Oriente,2017,9,2017,45,63.65,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE LIMA PROVINCIAS,1,NO,14 Otros
202409,Proceso Normal,Contrata,6220681.51,6220681.51,> 3 - 10,125122.01,"Vivienda, Construcción Y Saneamiento",Oriente,2023,7,2024,180,88.37,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE PIURA,1,NO,6 Disponibilidad de terreno
202409,Proceso Normal,Contrata,10156340.7,10841751.75,> 10 - 100,1349762.75,"Vivienda, Construcción Y Saneamiento",Norte,2022,6,2024,270,88.46,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE PUNO,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,8411563.98,9138800.82,> 3 - 10,680832.82,"Vivienda, Construcción Y Saneamiento",Sur,2018,11,2019,210,93.7,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE LORETO,1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Obras por impuestos,35664319.15,69263275.83,> 10 - 100,18908770.83,Transportes Y Comunicaciones,Norte,2019,4,2021,480,25.55,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE ANCASH,0,SI,8 Interferencias
202409,Reconstrucción con Cambios,Contrata,4948014.16,5323111.2,> 3 - 10,0,Transportes Y Comunicaciones,Norte,,,,,97.6,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE LIMA PROVINCIAS,1,NO,"3 Discrepancias, Controversias y Arbitraje"
202409,Proceso Normal,Administración directa,482282.66,482282.66,< =1,240637.66,Otras Infraestructuras,Norte,2018,10,2019,60,92.5,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE CUSCO,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,180196048.13,194888354.41,> 100 - 200,119358644.41,Salud,Sur,2024,7,2024,720,42,G. Nacional,SALUD,SUBGERENCIA DE CONTROL DEL SECTOR SALUD,1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,1159437.36,1159437.36,> 1 - 3,674251.36,Energía Y Minas,Sur,2024,9,2024,150,29.87,G. Nacional,ENERGÍA Y MINAS,SUBGERENCIA DE CONTROL DEL SECTOR PRODUCTIVO Y TRABAJO,0,NO,6 Disponibilidad de terreno
202409,Proceso Normal,Administración directa,883958,883958.24,< =1,389308.56,Educación/Cultura,Centro,2018,6,2024,90,39.89,G. Local,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE CUSCO,0,SI,"3 Discrepancias, Controversias y Arbitraje"
202409,Proceso Normal,Contrata,22786493.67,26047926.21,> 10 - 100,203714.89,"Vivienda, Construcción Y Saneamiento",Norte,2022,8,2024,360,53.51,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE CUSCO,1,NO,"3 Discrepancias, Controversias y Arbitraje"
202409,Proceso Normal,Contrata,10514519.49,13467342.56,> 10 - 100,0.56,Educación/Cultura,Norte,2021,8,2024,180,68.63,G. Nacional,EDUCACIÓN,SUBGERENCIA DE CONTROL DE UNIVERSIDADES,1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,360347.15,360347.15,< =1,324312.15,Otras Infraestructuras,Centro,2017,1,2018,60,10,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE LIMA METROPOLITANA,0,NO,8 Interferencias
202409,Proceso Normal,Administración directa,1193840.34,1380479.63,> 1 - 3,1144637.81,Transportes Y Comunicaciones,Sur,2017,12,2022,90,15.7,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,6377239,6377239,> 3 - 10,71600,Transportes Y Comunicaciones,Norte,2022,11,2023,180,91.87,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE HUÁNUCO,1,NO,6 Disponibilidad de terreno
202409,Proceso Normal,Contrata,223926572.69,351920829.95,> 200 - 1000,143453560.7,Salud,Norte,2019,8,2022,900,35.77,G. Nacional,SALUD,SUBGERENCIA DE CONTROL DEL SECTOR SALUD,0,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Administración directa,609490.27,590676.8,< =1,365076.8,Transportes Y Comunicaciones,Sur,2018,7,2022,160,95.46,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE CUSCO,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,11663882.79,14940452.0799999,> 10 - 100,42602.29,Transportes Y Comunicaciones,Sur,2022,9,2023,120,74.48,G. Regional,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE LIMA METROPOLITANA,1,NO,2 Incumplimiento de contrato
202409,Reconstrucción con Cambios,Contrata,4486272.86,14706230.47,> 10 - 100,1635269.47,"Vivienda, Construcción Y Saneamiento",Norte,2018,10,2019,90,89.96,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE PIURA,1,SI,"3 Discrepancias, Controversias y Arbitraje"
202409,Proceso Normal,Contrata,11354824.46,13972419.66,> 10 - 100,6058102.66,Educación/Cultura,Sur,2023,8,2024,300,41.39,G. Regional,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE UCAYALI,1,NO,14 Otros
202409,Proceso Normal,Contrata,11840236.01,12600598.69,> 10 - 100,1711900.69,"Vivienda, Construcción Y Saneamiento",Sur,2021,8,2024,360,70.38,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AMAZONAS,1,NO,14 Otros
202409,Proceso Normal,Administración directa,13765235.3,16286892.59,> 10 - 100,9181785.59,Educación/Cultura,Centro,2020,3,2024,827,27.9,G. Regional,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE MOQUEGUA,0,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,98918729.16,84375162.38,> 10 - 100,32021848.41,Agricultura,Centro,2022,10,2022,120,89.01,G. Nacional,AGRICULTURA,SUBGERENCIA DE CONTROL DEL SECTOR AGRICULTURA Y AMBIENTE,1,NO,5 Deficiencia en el Expediente Técnico
202409,Proceso Normal,Contrata,,28611036.72,> 10 - 100,,Otras Infraestructuras,Centro,2023,9,2024,180,9.74,G. Nacional,DEFENSA,SUBGERENCIA DE CONTROL DEL SECTOR SEGURIDAD INTERNA Y EXTERNA,0,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Administración directa,562790.86,434571.55,< =1,2698.82,"Vivienda, Construcción Y Saneamiento",Norte,2018,11,2022,90,86.49,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE HUÁNUCO,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,1051953.05,1118406.58,> 1 - 3,941607.78,"Vivienda, Construcción Y Saneamiento",Oriente,2018,4,2024,160,13.39,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE PUNO,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,30571.43,429068.77,< =1,0,"Vivienda, Construcción Y Saneamiento",Norte,2023,6,2024,150,60.46,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30571.43,314171.66,< =1,33629.66,"Vivienda, Construcción Y Saneamiento",Norte,2023,6,2024,120,37.75,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,0,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30571.43,468581.64,< =1,0,"Vivienda, Construcción Y Saneamiento",Norte,2023,6,2024,150,47.65,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30571.43,1016792.76,> 1 - 3,0,"Vivienda, Construcción Y Saneamiento",Oriente,2023,6,2024,180,59.53,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30571.43,218157.49,< =1,0,"Vivienda, Construcción Y Saneamiento",Centro,2023,6,2024,90,28.22,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,0,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30571.43,447087.16,< =1,0,"Vivienda, Construcción Y Saneamiento",Centro,2023,6,2024,120,20.11,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,0,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30571.43,405464.16,< =1,0,"Vivienda, Construcción Y Saneamiento",Centro,2023,6,2024,120,61.58,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30571.43,236170.5,< =1,0,"Vivienda, Construcción Y Saneamiento",Oriente,2023,6,2024,90,69.33,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30571.43,239115.46,< =1,0,"Vivienda, Construcción Y Saneamiento",Norte,2023,6,2024,90,75.03,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30571.43,537398.41,< =1,0,"Vivienda, Construcción Y Saneamiento",Centro,2023,6,2024,150,46.16,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30571.43,464154.07,< =1,0,"Vivienda, Construcción Y Saneamiento",Norte,2023,6,2024,150,41.1,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30571.43,773389.24,< =1,43586.24,"Vivienda, Construcción Y Saneamiento",Norte,2023,6,2024,150,80.15,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30571.43,517820.5,< =1,0,"Vivienda, Construcción Y Saneamiento",Norte,2023,6,2024,150,21.06,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,0,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30000,199793.05,< =1,0,"Vivienda, Construcción Y Saneamiento",Norte,2023,6,2024,90,65.91,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,30571.43,325250.77,< =1,0,"Vivienda, Construcción Y Saneamiento",Centro,2023,6,2024,90,51.56,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,38966256.16,38966256.16,> 10 - 100,38202423.84,Educación/Cultura,Norte,2022,,,,60,G. Regional,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE TACNA,1,SI,5 Deficiencia en el Expediente Técnico
202409,Proceso Normal,Contrata,15020450.34,23640617.83,> 10 - 100,3297276.65,Transportes Y Comunicaciones,Norte,2022,5,2023,300,33.66,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE AMAZONAS,0,NO,9 Eventos Climáticos
202409,Proceso Normal,Contrata,5490546.46,6039820.47,> 3 - 10,131617,Agricultura,Norte,2023,7,2024,180,90.02,G. Regional,AGRICULTURA,GERENCIA REGIONAL DE CONTROL DE HUANCAVELICA,1,NO,"7 Falta de Permisos, Licencias y Autorizaciones"
202409,Proceso Normal,Administración directa,801874.87,801874.87,< =1,1091.87,"Vivienda, Construcción Y Saneamiento",Norte,2018,11,2018,90,75.07,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE PUNO,1,NO,11 Desabastecimiento sostenido de materiales
202409,Proceso Normal,Administración directa,291928.89,291928.89,< =1,0,"Vivienda, Construcción Y Saneamiento",Norte,2017,12,2017,90,62.71,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE HUÁNUCO,1,NO,14 Otros
202409,Proceso Normal,Contrata,13841161.79,13040730.1299999,> 10 - 100,0.86,"Vivienda, Construcción Y Saneamiento",Norte,2022,7,2024,300,98.41,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AMAZONAS,1,NO,"7 Falta de Permisos, Licencias y Autorizaciones"
202409,Proceso Normal,Contrata,6551738.05,7201678.99,> 3 - 10,0.99,"Vivienda, Construcción Y Saneamiento",Oriente,2018,9,2019,180,92.24,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE LORETO,1,SI,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,175748.32,175748.32,< =1,24717.32,Transportes Y Comunicaciones,Centro,2020,11,2020,60,88.09,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE HUANCAVELICA,1,NO,1 Abandono de obra
202409,Proceso Normal,Contrata,794891.69,794891.69,< =1,0,"Vivienda, Construcción Y Saneamiento",Sur,2019,1,2022,75,31.62,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AREQUIPA,0,NO,12 Incumplimiento del pago de valorizaciones u otros
202409,Reconstrucción con Cambios,Contrata,397394.38,397394.38,< =1,298543.88,Transportes Y Comunicaciones,Sur,2018,10,2018,60,25.8,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE LAMBAYEQUE,0,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,4531310.93,4904330.3,> 3 - 10,267782.59,Transportes Y Comunicaciones,Sur,2020,6,2021,210,85.2,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE AYACUCHO,1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,14731989.9,15117557.3,> 10 - 100,1554119.3,Educación/Cultura,Norte,2022,8,2024,240,77.3,G. Regional,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE LAMBAYEQUE,1,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Contrata,4987454.93,4987454.93,> 3 - 10,160778.93,Transportes Y Comunicaciones,Sur,2023,,,60,18,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE ICA,0,SI,"3 Discrepancias, Controversias y Arbitraje"
202409,Proceso Normal,Administración directa,10366017.41,18094990.71,> 10 - 100,531920.71,Otras Infraestructuras,Centro,2018,7,2023,330,85.36,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE CUSCO,1,NO,13 Transferencia de Gestión
202409,Proceso Normal,Contrata,12138166.61,13923138.48,> 10 - 100,738794.31,"Vivienda, Construcción Y Saneamiento",Sur,2022,4,2024,240,68.37,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,1,NO,14 Otros
202409,Proceso Normal,Administración directa,2555324,2575324.38,> 1 - 3,2299705.58,Transportes Y Comunicaciones,Centro,2018,12,2020,120,16.64,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Contrata,,11900958.76,> 10 - 100,9529744.2,"Vivienda, Construcción Y Saneamiento",Sur,2024,5,2024,180,27.89,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE LAMBAYEQUE,0,NO,14 Otros
202409,Proceso Normal,Contrata,2417820.32,2417820.32,> 1 - 3,2384720.32,Otras Infraestructuras,Centro,2024,2,2024,120,4.65,G. Local,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE ICA,0,NO,5 Deficiencia en el Expediente Técnico
202409,Proceso Normal,Contrata,296195.9,3174694.57,> 3 - 10,3024572.57,Educación/Cultura,Centro,2022,,,45,4.7,G. Local,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE PIURA,0,SI,"3 Discrepancias, Controversias y Arbitraje"
202409,Proceso Normal,Contrata,16926152.56,29034713.68,> 10 - 100,8753928.65,Transportes Y Comunicaciones,Norte,2020,11,2022,300,56,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,1,SI,1 Abandono de obra
202409,Proceso Normal,Administración directa,150000,150000,< =1,126185,Transportes Y Comunicaciones,Centro,2018,10,2019,60,17.06,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE HUÁNUCO,0,NO,1 Abandono de obra
202409,Proceso Normal,Contrata,8369112.14,21210337.55,> 10 - 100,10862446.55,Educación/Cultura,Norte,2021,2,2023,210,67.16,G. Regional,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,SI,2 Incumplimiento de contrato
202409,Proceso Normal,Administración directa,161491.07,161491.07,< =1,132211.07,Transportes Y Comunicaciones,Sur,2017,2,2024,60,45.7,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE PUNO,0,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,16366782.68,24796571.37,> 10 - 100,3460141.37,Transportes Y Comunicaciones,Sur,2024,8,2024,120,13.94,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE PUNO,0,NO,5 Deficiencia en el Expediente Técnico
202409,Proceso Normal,Contrata,1394756.53,2761084.72,> 1 - 3,0,"Vivienda, Construcción Y Saneamiento",Sur,2023,4,2023,90,0.93,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE ICA,0,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Administración directa,925668.82,925668.83,< =1,136535.61,Agricultura,Sur,2021,1,2023,120,58.46,G. Local,AGRICULTURA,GERENCIA REGIONAL DE CONTROL DE CUSCO,1,SI,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,,234941.86,< =1,5055.66,Transportes Y Comunicaciones,Sur,2017,11,2017,90,62.96,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,1,NO,14 Otros
202409,Proceso Normal,Administración directa,2986434.82,2986434.82,> 1 - 3,2658197.16,Energía Y Minas,Oriente,2018,1,2019,180,12.67,G. Local,ENERGÍA Y MINAS,GERENCIA REGIONAL DE CONTROL DE CUSCO,0,NO,"3 Discrepancias, Controversias y Arbitraje"
202409,Reconstrucción con Cambios,Contrata,,2466153.39,> 1 - 3,18310.39,Transportes Y Comunicaciones,Sur,2018,3,2019,120,48.44,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,1,NO,12 Incumplimiento del pago de valorizaciones u otros
202409,Reconstrucción con Cambios,Contrata,,,< =1,0,Transportes Y Comunicaciones,Centro,2018,3,2019,120,28.22,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,0,NO,12 Incumplimiento del pago de valorizaciones u otros
202409,Proceso Normal,Contrata,4931242.32,4974899.91,> 3 - 10,3221862.91,Orden Público/Defensa Y Seguridad,Centro,2023,7,2023,150,8.52,G. Nacional,INTERIOR,SUBGERENCIA DE CONTROL DEL SECTOR SEGURIDAD INTERNA Y EXTERNA,0,NO,2 Incumplimiento de contrato
202409,Proceso Normal,Administración directa,264408.03,292831.03,< =1,87.08,"Vivienda, Construcción Y Saneamiento",Centro,2018,7,2023,75,69.5,G. Local,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AYACUCHO,1,NO,10 Falta de Recursos Financieros y Liquidez
202409,Proceso Normal,Administración directa,397705.95,588316.96,< =1,14436.64,Transportes Y Comunicaciones,Centro,2021,1,2023,90,49.51,G. Local,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE JUNÍN,0,SI,14 Otros
