PERIODO,EVENTO,MODALIDAD_DE_EJECUCION,COSTO_DE_OBRA-EXP_TEC,COSTO_ACTUALIZADO,RANGO_DE_INVERSION,SALDO_DE_INVERSION,TIPO_DE_OBRA,MACRO_REGION,ANO_INICIO_OBRA,ULT_AVANCE_MES,ULT_AVANCE_ANO,PLAZO_DE_EJECUCION,AVANCE_FISICO,NIVEL_DE_GOBIERNO,SECTOR,UNIDAD_ORGANICA,LEY_31589,INVENTARIO_OBRAS_PARALIZADAS_MEF,CAUSAL_PARALIZACION
202409,PROCESO NORMAL,CONTRATA,13841161.79,13040730.1299999,> 10 - 100,0.86,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",NORTE,2022,7,2024,300,98.41,G. LOCAL,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE AMAZONAS,1,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,14731989.9,15117557.3,> 10 - 100,1554119.3,EDUCACIÓN/CULTURA,NORTE,2022,8,2024,240,77.3,G. REGIONAL,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE LAMBAYEQUE,1,NO,2 INCUMPLIMIENTO DE CONTRATO
202409,PROCESO NORMAL,ADMINISTRACIÓN DIRECTA,10366017.41,18094990.71,> 10 - 100,531920.71,OTRAS INFRAESTRUCTURAS,CENTRO,2018,7,2023,330,85.36,G. LOCAL,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE CUSCO,1,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,12138166.61,13923138.48,> 10 - 100,738794.31,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",SUR,2022,4,2024,240,68.37,G. LOCAL,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,1,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,10711165.3375214,11900958.76,> 10 - 100,9529744.2,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",SUR,2024,5,2024,180,27.89,G. LOCAL,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE LAMBAYEQUE,0,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,16926152.56,29034713.68,> 10 - 100,8753928.65,TRANSPORTES Y COMUNICACIONES,NORTE,2020,11,2022,300,56,G. LOCAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,1,SI,14 OTROS
202409,PROCESO NORMAL,CONTRATA,8369112.14,21210337.55,> 10 - 100,10862446.55,EDUCACIÓN/CULTURA,NORTE,2021,2,2023,210,67.16,G. REGIONAL,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE AREQUIPA,1,SI,2 INCUMPLIMIENTO DE CONTRATO
202409,PROCESO NORMAL,ADMINISTRACIÓN DIRECTA,16366782.68,24796571.37,> 10 - 100,3460141.37,TRANSPORTES Y COMUNICACIONES,SUR,2024,8,2024,120,13.94,G. LOCAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE PUNO,0,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,10772500.56,11477981.64,> 10 - 100,1694815.13,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",CENTRO,2021,12,2022,240,66.28,G. REGIONAL,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE HUÁNUCO,1,NO,2 INCUMPLIMIENTO DE CONTRATO
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,21566356.34,21598356.34,> 10 - 100,0.34,TRANSPORTES Y COMUNICACIONES,CENTRO,2019,9,2020,300,55.32,G. LOCAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,1,NO,2 INCUMPLIMIENTO DE CONTRATO
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,12645792.48,12645792.48,> 10 - 100,0,TRANSPORTES Y COMUNICACIONES,SUR,2019,9,2021,300,82.25,G. LOCAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,1,NO,10 FALTA DE RECURSOS FINANCIEROS Y LIQUIDEZ
202409,PROCESO NORMAL,CONTRATA,7665441.46,13891001.5,> 10 - 100,14103969.05,ENERGÍA Y MINAS,CENTRO,2020,6,2022,354,2.89,G. NACIONAL,ENERGÍA Y MINAS,GERENCIA REGIONAL DE CONTROL DE JUNÍN,0,NO,14 OTROS
202409,PROCESO NORMAL,OBRAS POR IMPUESTOS,15800518.67,17989989.11,> 10 - 100,1880381.11,ORDEN PÚBLICO/DEFENSA Y SEGURIDAD,CENTRO,2022,8,2024,255,95.62,G. LOCAL,ORDEN PÚBLICO/DEFENSA Y SEGURIDAD,GERENCIA REGIONAL DE CONTROL DE AREQUIPA,0,SI,14 OTROS
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,13529255.6,13636977,> 10 - 100,0.08,TRANSPORTES Y COMUNICACIONES,NORTE,2019,6,2020,180,80.52,G. LOCAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,1,NO,14 OTROS
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,30794636.68,30753318.18,> 10 - 100,27909703.56,SALUD,NORTE,2022,11,2023,390,2.82,G. LOCAL,SALUD,GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,0,NO,10 FALTA DE RECURSOS FINANCIEROS Y LIQUIDEZ
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,70130187.71,70130187.71,> 10 - 100,69061760.71,TRANSPORTES Y COMUNICACIONES,NORTE,2022,6,2022,569,1.4,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,0,NO,14 OTROS
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,46701363.49,46788237.0899999,> 10 - 100,16318322.58,TRANSPORTES Y COMUNICACIONES,SUR,2020,7,2024,380,29.54,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,0,NO,10 FALTA DE RECURSOS FINANCIEROS Y LIQUIDEZ
202409,PROCESO NORMAL,CONTRATA,45485521.06,83959541.86,> 10 - 100,24661307.07,TRANSPORTES Y COMUNICACIONES,CENTRO,2021,10,2022,450,77.91,G. LOCAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,1,SI,14 OTROS
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,6271442.32,18601897.86,> 10 - 100,15384842.86,TRANSPORTES Y COMUNICACIONES,CENTRO,2022,8,2022,240,1.58,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,0,NO,2 INCUMPLIMIENTO DE CONTRATO
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,13095344.08,20340539.38,> 10 - 100,13721243.38,TRANSPORTES Y COMUNICACIONES,SUR,2022,8,2022,240,1.74,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,0,NO,2 INCUMPLIMIENTO DE CONTRATO
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,10575589.41,10575589.41,> 10 - 100,0,TRANSPORTES Y COMUNICACIONES,NORTE,2023,6,2024,90,82.13,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,1,NO,2 INCUMPLIMIENTO DE CONTRATO
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,17576743.53,17576743.53,> 10 - 100,0,TRANSPORTES Y COMUNICACIONES,CENTRO,2023,6,2024,90,69.39,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,1,NO,2 INCUMPLIMIENTO DE CONTRATO
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,3790861.33,12181605.68,> 10 - 100,0,TRANSPORTES Y COMUNICACIONES,CENTRO,2023,2,2024,90,78.59,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,1,NO,14 OTROS
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,10277656.6,12296952.11,> 10 - 100,5374885.67,TRANSPORTES Y COMUNICACIONES,CENTRO,2022,6,2023,229,15.7,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,0,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,16850024.04,29650761.3,> 10 - 100,23483357.3,TRANSPORTES Y COMUNICACIONES,CENTRO,2023,11,2023,300,0.54,G. REGIONAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE SAN MARTÍN,0,NO,14 OTROS
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,14504958.19,25500006.33,> 10 - 100,23420343.33,TRANSPORTES Y COMUNICACIONES,SUR,2023,6,2023,288,7.1,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,0,NO,2 INCUMPLIMIENTO DE CONTRATO
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,6937898.05,11991423.42,> 10 - 100,4936410.42,TRANSPORTES Y COMUNICACIONES,CENTRO,2022,6,2023,223,7.6,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,0,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,22223598.64,26901574.26,> 10 - 100,10446625.26,TRANSPORTES Y COMUNICACIONES,CENTRO,2021,2,2024,210,31.05,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,0,NO,2 INCUMPLIMIENTO DE CONTRATO
202409,PROCESO NORMAL,CONTRATA,24753788.89,24753788.89,> 10 - 100,7409070.89,TRANSPORTES Y COMUNICACIONES,SUR,2021,7,2024,240,44.78,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,1,NO,14 OTROS
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,16996255.34,30802889.56,> 10 - 100,19340214.56,TRANSPORTES Y COMUNICACIONES,NORTE,2021,7,2022,360,29.17,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,0,NO,14 OTROS
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,16554069.97,30104572.93,> 10 - 100,18604842.93,TRANSPORTES Y COMUNICACIONES,ORIENTE,2021,7,2022,360,28.15,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,0,NO,14 OTROS
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,14422405.34,18619162.71,> 10 - 100,11249955.71,TRANSPORTES Y COMUNICACIONES,CENTRO,2022,7,2022,330,6.77,G. NACIONAL,TRANSPORTES Y COMUNICACIONES,SUBGERENCIA DE CONTROL DEL SECTOR TRANSPORTES Y COMUNICACIONES,0,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,18199339.7,15581832.82,> 10 - 100,625658.82,SALUD,SUR,2022,4,2024,270,49.13,G. REGIONAL,SALUD,GERENCIA REGIONAL DE CONTROL DE MADRE DE DIOS,1,NO,2 INCUMPLIMIENTO DE CONTRATO
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,21548311.2940563,34035857.72,> 10 - 100,3265313.57,TRANSPORTES Y COMUNICACIONES,NORTE,2020,8,2024,480,31.17,G. LOCAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,0,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,19473028.14,30399435.45,> 10 - 100,22122541.45,SALUD,SUR,2022,11,2023,270,1.7,G. LOCAL,SALUD,GERENCIA REGIONAL DE CONTROL DE HUANCAVELICA,0,NO,2 INCUMPLIMIENTO DE CONTRATO
202409,PROCESO NORMAL,CONTRATA,44043262.01,47008053.82,> 10 - 100,3595600.82,TRANSPORTES Y COMUNICACIONES,SUR,2020,5,2024,240,88.88,G. REGIONAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE PIURA,1,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,24097897.78,23847847.51,> 10 - 100,1.78,TRANSPORTES Y COMUNICACIONES,CENTRO,2022,4,2024,240,71.29,G. LOCAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,1,NO,14 OTROS
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,5645512.7,14501922.2,> 10 - 100,6869355.37,SALUD,SUR,2020,7,2024,150,33.01,G. NACIONAL,SALUD,SUBGERENCIA DE CONTROL DEL SECTOR SALUD,0,NO,10 FALTA DE RECURSOS FINANCIEROS Y LIQUIDEZ
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,70532854.61,70532854.61,> 10 - 100,2341420.61,TRANSPORTES Y COMUNICACIONES,NORTE,2022,1,2023,270,28.28,G. LOCAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE PIURA,0,NO,14 OTROS
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,23843695.68,24685230.84,> 10 - 100,3291980.28,TRANSPORTES Y COMUNICACIONES,SUR,2021,6,2024,360,74.44,G. REGIONAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE ICA,1,NO,14 OTROS
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,14539210.43,15147238.02,> 10 - 100,3210627.85,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",SUR,2022,7,2024,300,83.3,G. LOCAL,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,1,NO,10 FALTA DE RECURSOS FINANCIEROS Y LIQUIDEZ
202409,PROCESO NORMAL,CONTRATA,10995905.24,17231336.5,> 10 - 100,6937325.03,EDUCACIÓN/CULTURA,SUR,2021,7,2024,300,59.56,G. LOCAL,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE PIURA,1,SI,2 INCUMPLIMIENTO DE CONTRATO
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,24220272.8,24370272.8,> 10 - 100,4150,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",ORIENTE,2021,7,2024,535,83.42,G. LOCAL,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,1,NO,10 FALTA DE RECURSOS FINANCIEROS Y LIQUIDEZ
202409,PROCESO NORMAL,CONTRATA,22169286.4,22216724.51,> 10 - 100,13908882.41,AGRICULTURA,CENTRO,2023,11,2023,240,33.61,G. REGIONAL,AGRICULTURA,GERENCIA REGIONAL DE CONTROL DE CAJAMARCA,0,NO,10 FALTA DE RECURSOS FINANCIEROS Y LIQUIDEZ
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,24447819.93,24494248.85,> 10 - 100,4985017.91,TRANSPORTES Y COMUNICACIONES,NORTE,2020,7,2021,270,15.25,G. LOCAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,0,NO,2 INCUMPLIMIENTO DE CONTRATO
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,8257339.51,22237189.96,> 10 - 100,2970459.96,SALUD,NORTE,2024,6,2024,90,44.41,G. NACIONAL,SALUD,SUBGERENCIA DE CONTROL DEL SECTOR SALUD,1,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,36006348.09,35205707.37,> 10 - 100,10393980.09,EDUCACIÓN/CULTURA,NORTE,2023,1,2024,540,74.08,G. REGIONAL,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE UCAYALI,1,SI,14 OTROS
202409,PROCESO NORMAL,CONTRATA,13212102.01,18326456.68,> 10 - 100,11914469.68,EDUCACIÓN/CULTURA,CENTRO,2022,11,2022,150,3.35,G. REGIONAL,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DEL CALLAO,0,NO,2 INCUMPLIMIENTO DE CONTRATO
202409,PROCESO NORMAL,CONTRATA,13620866.95,14278260.36,> 10 - 100,360580.6,AGRICULTURA,NORTE,2022,11,2023,300,91.43,G. LOCAL,AGRICULTURA,GERENCIA REGIONAL DE CONTROL DE APURÍMAC,1,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,4422129.28,12459688.51,> 10 - 100,610708.91,OTRAS INFRAESTRUCTURAS,SUR,2021,5,2024,120,33.23,G. LOCAL,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE AREQUIPA,0,SI,2 INCUMPLIMIENTO DE CONTRATO
202409,PROCESO NORMAL,ADMINISTRACIÓN DIRECTA,11237941.13,11237941.13,> 10 - 100,10586366.13,TRANSPORTES Y COMUNICACIONES,CENTRO,2022,6,2024,540,0.83,G. LOCAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE CUSCO,0,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,11278076.3378809,13868957.64,> 10 - 100,397427.75,EDUCACIÓN/CULTURA,CENTRO,2021,4,2021,255,20.66,G. REGIONAL,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE LA LIBERTAD,0,NO,14 OTROS
202409,RECONSTRUCCIÓN CON CAMBIOS,CONTRATA,20018587.04,26470719.82,> 10 - 100,16174565.99,TRANSPORTES Y COMUNICACIONES,CENTRO,2022,12,2023,365,48.1,G. REGIONAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE AYACUCHO,1,NO,10 FALTA DE RECURSOS FINANCIEROS Y LIQUIDEZ
202409,PROCESO NORMAL,CONTRATA,19040263.02,19040263.02,> 10 - 100,13042802.64,OTRAS INFRAESTRUCTURAS,SUR,2023,8,2023,180,34,G. LOCAL,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE ANCASH,0,SI,14 OTROS
202409,PROCESO NORMAL,CONTRATA,33285409.47,69257727.76,> 10 - 100,25041564.23,TRANSPORTES Y COMUNICACIONES,ORIENTE,2021,2,2024,300,63.32,G. LOCAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE TACNA,1,NO,14 OTROS
202409,PROCESO NORMAL,CONTRATA,9985076.08,10641817.3,> 10 - 100,9113623.68,TRANSPORTES Y COMUNICACIONES,NORTE,2022,11,2023,120,5.08,G. LOCAL,TRANSPORTES Y COMUNICACIONES,GERENCIA REGIONAL DE CONTROL DE ANCASH,0,NO,14 OTROS
202409,PROCESO NORMAL,ADMINISTRACIÓN DIRECTA,16118630.46,16118630.46,> 10 - 100,14524444.46,OTRAS INFRAESTRUCTURAS,SUR,2020,12,2023,90,98.45,G. LOCAL,OTROS SECTORES,GERENCIA REGIONAL DE CONTROL DE CUSCO,1,NO,14 OTROS
202409,PROCESO NORMAL,ADMINISTRACIÓN DIRECTA,12497615.84,12497615.84,> 10 - 100,9872358.84,AGRICULTURA,CENTRO,2007,8,2012,572,21,G. NACIONAL,AGRICULTURA,GERENCIA REGIONAL DE CONTROL DE AYACUCHO,0,SI,10 FALTA DE RECURSOS FINANCIEROS Y LIQUIDEZ
202409,PROCESO NORMAL,CONTRATA,6299276.18,18258064.61,> 10 - 100,3842483.61,EDUCACIÓN/CULTURA,CENTRO,2020,6,2022,281,73,G. NACIONAL,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE JUNÍN,1,SI,2 INCUMPLIMIENTO DE CONTRATO
202409,PROCESO NORMAL,CONTRATA,29419533.82,19383395.63,> 10 - 100,399717.63,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",CENTRO,2012,10,2013,600,38.66,G. LOCAL,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE LAMBAYEQUE,0,SI,14 OTROS
202409,PROCESO NORMAL,CONTRATA,19670725.61,22631796.77,> 10 - 100,1205362.77,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",NORTE,2011,1,2013,360,97,G. REGIONAL,"VIVIENDA, CONSTRUCCIÓN Y SANEAMIENTO",GERENCIA REGIONAL DE CONTROL DE PASCO,1,SI,14 OTROS
202409,PROCESO NORMAL,CONTRATA,6197630.15,13024645.88,> 10 - 100,1302663.88,EDUCACIÓN/CULTURA,NORTE,2024,9,2024,90,96.48,G. REGIONAL,EDUCACIÓN,GERENCIA REGIONAL DE CONTROL DE PIURA,1,SI,2 INCUMPLIMIENTO DE CONTRATO
